b_code,b_name,b_type,b_gudok,b_author,b_publish,b_page,b_price,b_cdate,b_rdate,b_bookcover,b_coversize,b_des
114854211,마흔부터 지적이고 우아하게 품위 있는 삶을 위하여,essay,N,신미경 저,포르체,365,13500,2022-12-07,2018-06-13,http://image.yes24.com/goods/114854211/L,0,책 설명
114293586,당신  지금 그대로 좋다 [ 양장 ],essay,Y,서미태 저,스튜디오오드리,365,14850,2022-12-07,2018-06-14,http://image.yes24.com/goods/114293586/L,0,책 설명
110882410,서랍에서 꺼낸 미술관 내 삶을 바꾼 아웃사이더 아트,essay,Y,이소영 저,창비,365,16200,2022-12-07,2018-06-15,http://image.yes24.com/goods/110882410/L,0,책 설명
103431290,행복의 지도 세상에서 가장 행복한 곳을 찾아 떠난 여행,essay,Y,에릭 와이너 저/김승욱 역,어크로스,365,16200,2022-12-07,2018-06-16,http://image.yes24.com/goods/103431290/L,0,책 설명
102368626,당신이 잘되면 좋겠습니다,essay,Y,김민섭 저,창비교육,365,13500,2022-12-07,2018-06-17,http://image.yes24.com/goods/102368626/L,0,책 설명
98841066,자기 신뢰,essay,Y,랄프 왈도 에머슨 저/이종인 역,현대지성,365,10350,2022-12-07,2018-06-18,http://image.yes24.com/goods/98841066/L,0,책 설명
98153781,딸에게 보내는 굿나잇 키스 [ 양장  개정판 ],essay,Y,이어령 저,열림원,365,15300,2022-12-07,2018-06-19,http://image.yes24.com/goods/98153781/L,0,책 설명
90184140,이상하고 자유로운 할머니가 되고 싶어 무루의 어른을 위한 그림책 읽기,essay,Y,박서영(무루) 저,어크로스,365,12600,2022-12-07,2018-06-20,http://image.yes24.com/goods/90184140/L,0,책 설명
66321993,태도에 관하여 나를 살아가게 하는 가치들 [ 양장  개정증보판 ],essay,Y,임경선 저,한겨레출판,365,12420,2022-12-07,2018-06-21,http://image.yes24.com/goods/66321993/L,0,책 설명
60606247,곰돌이 푸  서두르지 않아도 괜찮아 언제나 오늘이 처음인 우리에게 [ 포레스트 에디션 ],essay,Y,곰돌이 푸 원저,알에이치코리아(RHK),365,13320,2022-12-07,2018-06-22,http://image.yes24.com/goods/60606247/L,0,책 설명
58808548,무엇인지 무엇이었는지 무엇일 수 있는지,essay,Y,최유수 저,디자인이음,365,5400,2022-12-07,2018-06-23,http://image.yes24.com/goods/58808548/L,0,책 설명
7202720,바람이 분다 당신이 좋다 이병률 여행산문집,essay,Y,이병률 저,달,365,13770,2022-12-07,2018-06-24,http://image.yes24.com/goods/7202720/L,0,책 설명
5889602,무라카미 하루키 잡문집,essay,Y,무라카미 하루키 저/이영미 역,비채,365,14220,2022-12-07,2018-06-25,http://image.yes24.com/goods/5889602/L,0,책 설명
115387337,당신을 읽느라 하루를 다 썼습니다 책이 나를 살린 순간 [ 작가 친필 사인본(선착순 한정) ],essay,Y,공백 저,상상출판,365,13950,2022-12-07,2018-06-26,http://image.yes24.com/goods/115387337/L,0,책 설명
115302942,마음이 얹힌 거야 담도암이 가르쳐 준 불행의 소화법,essay,Y,황영준 저,위시라이프,365,15120,2022-12-07,2018-06-27,http://image.yes24.com/goods/115302942/L,0,책 설명
115026246,이백오 상담소 잘 보이지 않는 존재들에게 보내는 위로와 공감!,essay,Y,소복이 글그림,나무의말,365,14400,2022-12-07,2018-06-28,http://image.yes24.com/goods/115026246/L,0,책 설명
114847546,뜻대로 흘러가지 않아도 [ 양장 ],essay,Y,강주원 저,비로소,365,13500,2022-12-07,2018-06-29,http://image.yes24.com/goods/114847546/L,0,책 설명
111681504,문재인의 위로 필사 [ 양장 ],essay,Y,더휴먼 편집부 저,더휴먼,365,15750,2022-12-07,2018-06-30,http://image.yes24.com/goods/111681504/L,0,책 설명
111134439,금요일엔 시골집으로 퇴근합니다 평범한 직장인  시골에 집을 짓다,essay,Y,김미리 저,휴머니스트,365,14850,2022-12-07,2018-07-01,http://image.yes24.com/goods/111134439/L,0,책 설명
110282186,에세 세트 Les Essais [ 전3권  양장 ],essay,Y,미셸 몽테뉴 저/심민화최권행 역,민음사,365,58500,2022-12-07,2018-07-02,http://image.yes24.com/goods/110282186/L,0,책 설명
109019433,꽤 괜찮은 해피엔딩,essay,Y,이지선 저,문학동네,365,12600,2022-12-07,2018-07-03,http://image.yes24.com/goods/109019433/L,0,책 설명
109004419,기분 좋아지는 책 [ 양장 ],essay,Y,워리 라인스 저/최지원 역,허밍버드,365,16200,2022-12-07,2018-07-04,http://image.yes24.com/goods/109004419/L,0,책 설명
108957928,예순 살  나는 또 깨꽃이 되어 이순자 유고 산문집,essay,Y,이순자 저,휴머니스트,365,13500,2022-12-07,2018-07-05,http://image.yes24.com/goods/108957928/L,0,책 설명
107526215,산다는 것 그리고 잘 산다는 것 수많은 사람의 마음을 어루만져온 명리학자 김태규가 담담하게 써내려간 사람  인생  운명 이야기,essay,Y,김태규 저,더메이커,365,15300,2022-12-07,2018-07-06,http://image.yes24.com/goods/107526215/L,0,책 설명
105519374,나의 MBTI가 궁금하단 마리몽 [ 양장 ],essay,Y,김소나 글/한세진 그림,더모던,365,14220,2022-12-07,2018-07-07,http://image.yes24.com/goods/105519374/L,0,책 설명
105360513,한 게으른 시인의 이야기 최승자 산문집 [ 양장  개정판 ],essay,Y,최승자 저,난다,365,11700,2022-12-07,2018-07-08,http://image.yes24.com/goods/105360513/L,0,책 설명
103028898,슬픈 세상의 기쁜 말 당신을 살아 있게 하는 말은 무엇입니까,essay,Y,정혜윤 저,위고,365,14400,2022-12-07,2018-07-09,http://image.yes24.com/goods/103028898/L,0,책 설명
102848309,단순하게 소박하게 문명을 거부한 어느 수행자의 일상 [ 양장 ],essay,Y,전충진 저,나남출판사,365,18000,2022-12-07,2018-07-10,http://image.yes24.com/goods/102848309/L,0,책 설명
102816101,헤맨다고 모두 길을 잃는 것은 아니다 [ 사인 인쇄본 ],essay,Y,김달 저,빅피시,365,13950,2022-12-07,2018-07-11,http://image.yes24.com/goods/102816101/L,0,책 설명
101408788,뜨겁게 나를 사랑한다 하루 10분의 확언  100일 후의 기적 [ 양장 ],essay,Y,조성희 저,생각지도,365,17100,2022-12-07,2018-07-12,http://image.yes24.com/goods/101408788/L,0,책 설명
98395435,작은 파티 드레스,essay,Y,크리스티앙 보뱅 저/이창실 역,1984Books(일구팔사북스),365,11250,2022-12-07,2018-07-13,http://image.yes24.com/goods/98395435/L,0,책 설명
97703132,전국축제자랑 이상한데 진심인 K-축제 탐험기 [ 양장 ],essay,Y,김혼비박태하 저,민음사,365,13500,2022-12-07,2018-07-14,http://image.yes24.com/goods/97703132/L,0,책 설명
91600247,우울보다 낭만이기를,essay,Y,최형준 저,부크럼,365,12150,2022-12-07,2018-07-15,http://image.yes24.com/goods/91600247/L,0,책 설명
91360297,괜찮지 않은데 괜찮은 척했다,essay,Y,글배우 저/예란 그림,강한별,365,12150,2022-12-07,2018-07-16,http://image.yes24.com/goods/91360297/L,0,책 설명
17889670,우리들의 파리가 생각나요,essay,Y,정현주 저,예경,365,13300,2022-12-07,2018-07-17,http://image.yes24.com/goods/17889670/L,0,책 설명
115476144,우아한 또라이로 살겠습니다 마흔 살  성인 ADHD 노동자가 일상을 사는 법,essay,Y,민바람 저/신재호 감수,루아크,365,15750,2022-12-07,2018-07-18,http://image.yes24.com/goods/115476144/L,0,책 설명
1943891,자기만의 방,essay,Y,버지니아 울프 저/이미애 역,민음사,365,12600,2022-12-07,2018-07-19,http://image.yes24.com/goods/1943891/L,0,책 설명
115997643,자유롭기도 불안하기도 회사 밖에서 일하고 있습니다,essay,Y,이가희 저,찌판사,365,13950,2022-12-07,2018-07-20,http://image.yes24.com/goods/115997643/L,0,책 설명
115457301,SEVENTEEN LYRICS INSIDE [ 별책부록 : 가사 따라 쓰기 노트 ],essay,Y,Cake 저,Cake,365,28800,2022-12-07,2018-07-21,http://image.yes24.com/goods/115457301/L,0,책 설명
115255838,웰컴 투 더 신혼 정글 결혼 현타 오기 전에 읽어야 할 부부 생활 백서,essay,Y,하다하다 글그림,섬타임즈,365,14400,2022-12-07,2018-07-22,http://image.yes24.com/goods/115255838/L,0,책 설명
114853117,너는 좋은 사람이라 더 아팠나 보다,essay,Y,맺음 저,한밤의책,365,13500,2022-12-07,2018-07-23,http://image.yes24.com/goods/114853117/L,0,책 설명
114655613,내일도 잘 부탁해  도쿄! 도쿄 새내기의 우당탕탕 사계절 그림일기,essay,Y,장서영 글그림,클,365,13500,2022-12-07,2018-07-24,http://image.yes24.com/goods/114655613/L,0,책 설명
113791209,마음 쓰는 밤,essay,Y,고수리 저,미디어창비,365,15300,2022-12-07,2018-07-25,http://image.yes24.com/goods/113791209/L,0,책 설명
112945303,당신이 있어 참 좋다 사람에게 상처받고  사람에게 위로받는 당신을 위한 책,essay,Y,최윤석 저,포레스트북스,365,13320,2022-12-07,2018-07-26,http://image.yes24.com/goods/112945303/L,0,책 설명
112596926,그림의 말들 인생에 질문이 찾아온 순간  그림이 들려준 이야기,essay,Y,태지원 저,클랩북스,365,16650,2022-12-07,2018-07-27,http://image.yes24.com/goods/112596926/L,0,책 설명
111722781,아무도 지켜보지 않지만 모두가 공연을 한다,essay,Y,비비언 고닉 저/서제인 역,바다출판사,365,14400,2022-12-07,2018-07-28,http://image.yes24.com/goods/111722781/L,0,책 설명
110440099,뛰는 사람 달리기를 멈추지 않는 생물학자 베른트 하인리히의 80년 러닝 일지,essay,Y,베른트 하인리히 저/조은영 역,윌북(willbook),365,15120,2022-12-07,2018-07-29,http://image.yes24.com/goods/110440099/L,0,책 설명
110343626,한 개의 기쁨이 천 개의 슬픔을 이긴다 : 조우성 변호사 에세이 2 일과 선택에 관하여,essay,Y,조우성 저,서삼독,365,13320,2022-12-07,2018-07-30,http://image.yes24.com/goods/110343626/L,0,책 설명
108175385,오래되고 멋진 클래식 레코드 [ 양장 ],essay,Y,무라카미 하루키 저/홍은주 역,문학동네,365,22500,2022-12-07,2018-07-31,http://image.yes24.com/goods/108175385/L,0,책 설명
103707811,50부터 뻗어가는 사람 시들어가는 사람 어떤 인생이 될지는 50부터 판가름 난다,essay,Y,마쓰오 가즈야 저/김정환 역,센시오,365,13320,2022-12-07,2018-08-01,http://image.yes24.com/goods/103707811/L,0,책 설명
97186608,생각 소스. 생각하고 싶을 때 읽고 쓰는,essay,Y,김소희 저,BOOKULOVE,365,12420,2022-12-07,2018-08-02,http://image.yes24.com/goods/97186608/L,0,책 설명
69639769,삶이 내게 말을 걸어올 때 가장 나답게 사는 길은 무엇일까? [ 개정판 ],essay,Y,파커 J. 파머 저/홍윤주 역,한문화,365,11700,2022-12-07,2018-08-03,http://image.yes24.com/goods/69639769/L,0,책 설명
61159847,인연,essay,Y,피천득 저,민음사,365,13500,2022-12-07,2018-08-04,http://image.yes24.com/goods/61159847/L,0,책 설명
18489338,시를 잊은 그대에게 (리커버 에디션) 공대생의 가슴을 울린 시 강의,essay,Y,정재찬 저,휴머니스트,365,13500,2022-12-07,2018-08-05,http://image.yes24.com/goods/18489338/L,0,책 설명
11611521,술 취한 코끼리 길들이기,essay,Y,아잔 브람 저/류시화 역,연금술사,365,14400,2022-12-07,2018-08-06,http://image.yes24.com/goods/11611521/L,0,책 설명
3986918,끌림 TRAVEL NOTES [ 개정판 ],essay,Y,이병률 저,달,365,13500,2022-12-07,2018-08-07,http://image.yes24.com/goods/3986918/L,0,책 설명
115542702,삶을 견디는 기쁨 [ 개정판 ],essay,Y,헤르만 헤세 저/유혜자 역,문예춘추사,365,14400,2022-12-07,2018-08-08,http://image.yes24.com/goods/115542702/L,0,책 설명
115451500,집이라는 모험,essay,Y,신순화 저,북하우스,365,13500,2022-12-07,2018-08-09,http://image.yes24.com/goods/115451500/L,0,책 설명
115403057,건물주의 기쁨과 슬픔 왜 나는 월 500 임대료를 포기하는가,essay,Y,김재호 저,멀리깊이,365,14400,2022-12-07,2018-08-10,http://image.yes24.com/goods/115403057/L,0,책 설명
104743734,법정의 얼굴들,essay,Y,박주영 저,모로,365,15300,2022-12-07,2018-08-11,http://image.yes24.com/goods/104743734/L,0,책 설명
115600309,어떤 곳에서도 안녕하기를 삶의 곳곳을 비추는 세 사람의 시선,essay,Y,김지혜이의진한정선 저,소명출판,365,17100,2022-12-07,2018-08-12,http://image.yes24.com/goods/115600309/L,0,책 설명
113796687,이제 그것을 보았어 박혜진의 엔딩노트,essay,Y,박혜진 저,난다,365,14400,2022-12-07,2018-08-13,http://image.yes24.com/goods/113796687/L,0,책 설명
110508133,소비단식 일기 소비를 끊었다. 삶이 가벼워졌다.,essay,Y,서박하 저,휴머니스트,365,14400,2022-12-07,2018-08-14,http://image.yes24.com/goods/110508133/L,0,책 설명
109003674,쓰고 싶다 쓰고 싶지 않다,essay,Y,전고운이석원이다혜이랑박정민김종관백세희한은형임대형 저,유선사,365,13500,2022-12-07,2018-08-15,http://image.yes24.com/goods/109003674/L,0,책 설명
108736825,배우의 방 박정민 천우희 안재홍 변요한 이제훈 주지훈 김남길 유태오 오정세 고두심 [ 부록 : 배우의 말 책갈피 10종 세트 (책과 래핑) ],essay,Y,정시우 저,휴머니스트,365,16200,2022-12-07,2018-08-16,http://image.yes24.com/goods/108736825/L,0,책 설명
108202483,더 잘하고 싶어서  더 잘 살고 싶어서,essay,Y,양경민 저,빅피시,365,13500,2022-12-07,2018-08-17,http://image.yes24.com/goods/108202483/L,0,책 설명
107847248,반짝이는 임신기를 위한 슬기로운 남편생활 남편의 임신,essay,Y,김진태 저,박영스토리,365,15300,2022-12-07,2018-08-18,http://image.yes24.com/goods/107847248/L,0,책 설명
105391481,환희의 인간,essay,Y,크리스티앙 보뱅 저/이주현 역,1984Books(일구팔사북스),365,11700,2022-12-07,2018-08-19,http://image.yes24.com/goods/105391481/L,0,책 설명
105277489,만남은 지겹고 이별은 지쳤다 (10만 부 기념 리커버 에디션) 색과 체 산문집,essay,Y,색과 체 저,떠오름,365,12420,2022-12-07,2018-08-20,http://image.yes24.com/goods/105277489/L,0,책 설명
102836094,나라는 식물을 키워보기로 했다 유해한 것들 속에서 나를 가꾸는 셀프가드닝 프로젝트,essay,Y,김은주 글/워리 라인스 그림,허밍버드,365,13500,2022-12-07,2018-08-21,http://image.yes24.com/goods/102836094/L,0,책 설명
97143482,당신이라는 자랑,essay,Y,박근호 저,히읏,365,14310,2022-12-07,2018-08-22,http://image.yes24.com/goods/97143482/L,0,책 설명
90088369,펫로스 사랑한다 사랑한다 사랑한다,essay,Y,심용희 저,이담북스(이담Books),365,11250,2022-12-07,2018-08-23,http://image.yes24.com/goods/90088369/L,0,책 설명
80966560,식물의 책 식물세밀화가 이소영의 도시식물 이야기,essay,Y,이소영 저,책읽는수요일,365,13500,2022-12-07,2018-08-24,http://image.yes24.com/goods/80966560/L,0,책 설명
67533814,그나저나 당신은 무엇을 좋아하세요? 좋아하는 것을 발견하는 일상 수집 에세이,essay,Y,하람 저,지콜론북,365,12600,2022-12-07,2018-08-25,http://image.yes24.com/goods/67533814/L,0,책 설명
64610518,골든아워 1 생과 사의 경계  중증외상센터의 기록 2002-2013,essay,Y,이국종 저,흐름출판,365,14220,2022-12-07,2018-08-26,http://image.yes24.com/goods/64610518/L,0,책 설명
6042044,여행의 기술 [ 개역판  양장 ],essay,Y,알랭 드 보통 저/정영목 역,청미래,365,12600,2022-12-07,2018-08-27,http://image.yes24.com/goods/6042044/L,0,책 설명
115542768,1센티 미학 나는 손끝을 행복하게 만드는 사람입니다,essay,Y,박경아 저,청송재,365,15300,2022-12-07,2018-08-28,http://image.yes24.com/goods/115542768/L,0,책 설명
115476764,웃음박제,essay,Y,박재우 저,부크럼,365,15300,2022-12-07,2018-08-29,http://image.yes24.com/goods/115476764/L,0,책 설명
115442226,잠시  쉬었다 가도 괜찮아,essay,Y,김해영 저,드림셀러,365,13500,2022-12-07,2018-08-30,http://image.yes24.com/goods/115442226/L,0,책 설명
115398244,잘될 사람  잘 키울 사람,essay,Y,지대표 저,럭키북스,365,14940,2022-12-07,2018-08-31,http://image.yes24.com/goods/115398244/L,0,책 설명
115386962,쓰다 보면 보이는 것들 나의 삶을 투명하게 만들어 준 글쓰기,essay,Y,진아정아선량 저,마음연결,365,13950,2022-12-07,2018-09-01,http://image.yes24.com/goods/115386962/L,0,책 설명
114253483,오늘의 마음 날씨 댄싱스네일 하루 챙김 일력 [ 초판 한정 구성 : 만년 일력+위클리 노트+스티커 2매  스프링북 ],essay,Y,댄싱스네일 저,웅진지식하우스,365,17550,2022-12-07,2018-09-02,http://image.yes24.com/goods/114253483/L,0,책 설명
114247676,가르칠 수 없는 것을 가르치기 제천간디학교 교장 이병곤의 교육에세이,essay,Y,이병곤 저,서해문집,365,14850,2022-12-07,2018-09-03,http://image.yes24.com/goods/114247676/L,0,책 설명
113846698,아무튼  사전 우리에게는 더 많은 단어가 필요하다,essay,Y,홍한별 저,위고,365,10800,2022-12-07,2018-09-04,http://image.yes24.com/goods/113846698/L,0,책 설명
113842219,말 안 하면 노는 줄 알아요 방구석 프리랜서 작가의 일과 꿈 이야기,essay,Y,이지니 저,세나북스,365,11700,2022-12-07,2018-09-05,http://image.yes24.com/goods/113842219/L,0,책 설명
111744981,소설 만세 [ 양장 ],essay,Y,정용준 저,민음사,365,12600,2022-12-07,2018-09-06,http://image.yes24.com/goods/111744981/L,0,책 설명
111153737,묘사하는 마음,essay,Y,김혜리 저,마음산책,365,16200,2022-12-07,2018-09-07,http://image.yes24.com/goods/111153737/L,0,책 설명
108820351,뭐든 해 봐요 판사 김동현 에세이,essay,Y,김동현 저,콘택트,365,13500,2022-12-07,2018-09-08,http://image.yes24.com/goods/108820351/L,0,책 설명
107686772,디즈니 곰돌이 푸 3년 후 나에게 : Q&A a day [ 양장 ],essay,Y,편집부 저,더모던,365,15120,2022-12-07,2018-09-09,http://image.yes24.com/goods/107686772/L,0,책 설명
106710123,호호호 나를 웃게 했던 것들에 대하여,essay,Y,윤가은 저,마음산책,365,12150,2022-12-07,2018-09-10,http://image.yes24.com/goods/106710123/L,0,책 설명
102346475,초판본 월든 숲속의 생활 [ 한정판 금장 에디션  양장 ],essay,Y,헨리 데이비드 소로우 저/전행선 역,더스토리,365,15120,2022-12-07,2018-09-11,http://image.yes24.com/goods/102346475/L,0,책 설명
102117049,지구인만큼 지구를 사랑할 순 없어,essay,Y,정세랑 저,위즈덤하우스,365,15120,2022-12-07,2018-09-12,http://image.yes24.com/goods/102117049/L,0,책 설명
95326477,쉬운 천국 뉴욕  런던  파리  베를린  비엔나 잊을 수 없는 시절의 여행들,essay,Y,유지혜 저,어떤책,365,14400,2022-12-07,2018-09-13,http://image.yes24.com/goods/95326477/L,0,책 설명
95281415,외로워도 외롭지 않다 정호승의 시가 있는 산문집,essay,Y,정호승 저,비채,365,16020,2022-12-07,2018-09-14,http://image.yes24.com/goods/95281415/L,0,책 설명
93760424,그럼에도 불구하고 공지영의 섬진 산책,essay,Y,공지영 저,위즈덤하우스,365,13500,2022-12-07,2018-09-15,http://image.yes24.com/goods/93760424/L,0,책 설명
90377561,내가 사랑한 것들은 모두 나를 울게 한다 사랑  삶 그리고 시 [ 양장 ],essay,Y,김경민 저,포르체,365,14400,2022-12-07,2018-09-16,http://image.yes24.com/goods/90377561/L,0,책 설명
81669239,나를 울게 만드는 것들,essay,Y,김나윤 저,BOOKK(부크크),365,13000,2022-12-07,2018-09-17,http://image.yes24.com/goods/81669239/L,0,책 설명
78565741,[예스리커버] 혼자가 혼자에게 [ 양장  작가 사인&인사말 인쇄본 ],essay,Y,이병률 저,달,365,13950,2022-12-07,2018-09-18,http://image.yes24.com/goods/78565741/L,0,책 설명
77673675,쓸 만한 인간 (리커버 에디션) [ 한정 부록 : 홀로그램 포토카드  개정증보판 ],essay,Y,박정민 저,상상출판,365,12780,2022-12-07,2018-09-19,http://image.yes24.com/goods/77673675/L,0,책 설명
72339717,죽고 싶지만 떡볶이는 먹고 싶어 2,essay,Y,백세희 저,흔,365,12420,2022-12-07,2018-09-20,http://image.yes24.com/goods/72339717/L,0,책 설명
65495595,나는 울 때마다 엄마 얼굴이 된다,essay,Y,이슬아 저,문학동네,365,12420,2022-12-07,2018-09-21,http://image.yes24.com/goods/65495595/L,0,책 설명
61494041,우아하고 호쾌한 여자 축구 한 팀이 된 여자들  피치에 서다,essay,Y,김혼비 저,민음사,365,13320,2022-12-07,2018-09-22,http://image.yes24.com/goods/61494041/L,0,책 설명
59437020,하고 싶은 대로 살아도 괜찮아 늘 남에게 애쓰기만 하느라 나를 잃어버린 당신에게,essay,Y,윤정은 저/마설 그림,애플북스,365,11700,2022-12-07,2018-09-23,http://image.yes24.com/goods/59437020/L,0,책 설명
57992378,나를 부르는 숲 [ 개역판 ],essay,Y,빌 브라이슨 저/홍은택 역,까치(까치글방),365,12150,2022-12-07,2018-09-24,http://image.yes24.com/goods/57992378/L,0,책 설명
38242331,보노보노처럼 살다니 다행이야,essay,Y,김신회 저,놀,365,14400,2022-12-07,2018-09-25,http://image.yes24.com/goods/38242331/L,0,책 설명
11021477,인생수업 잘 물든 단풍은 봄꽃보다 아름답다,essay,Y,법륜 저/유근택 그림,휴(休),365,11700,2022-12-07,2018-09-26,http://image.yes24.com/goods/11021477/L,0,책 설명
5666657,나는 지금 누구를 사랑하는가 세계인의 영적 스승 바이런 케이티의 혁명적 가르침,essay,Y,바이런 케이티 저,쌤앤파커스,365,12600,2022-12-07,2018-09-27,http://image.yes24.com/goods/5666657/L,0,책 설명
3576708,보통의 존재,essay,Y,이석원 저,달,365,11700,2022-12-07,2018-09-28,http://image.yes24.com/goods/3576708/L,0,책 설명
115788919,공감 낭독자 북텔러리스트와 함께하는 소통과 치유의 낭독 만찬,essay,Y,북텔러리스트 저,샨티,365,15300,2022-12-07,2018-09-29,http://image.yes24.com/goods/115788919/L,0,책 설명
115571409,흡연 여성 잔혹사,essay,Y,서명숙 저,이야기장수,365,15300,2022-12-07,2018-09-30,http://image.yes24.com/goods/115571409/L,0,책 설명
115543082,TULIPE 1 튤립의 날들,essay,Y,소피 게리브 글그림/정혜경 역,주니어RHK,365,15300,2022-12-07,2018-10-01,http://image.yes24.com/goods/115543082/L,0,책 설명
115541784,내 인생의 첫 기억,essay,Y,보통 사람들 저/양선이한나김희정박문진김주아서현자 등저,청어,365,11700,2022-12-07,2018-10-02,http://image.yes24.com/goods/115541784/L,0,책 설명
115467461,문장수집가 No.3 BOOK LOVER,essay,Y,아틀리에 드 에디토 저,어반북스,365,17550,2022-12-07,2018-10-03,http://image.yes24.com/goods/115467461/L,0,책 설명
115399801,당분간 나는 나와 함께 걷기로 했다 일 년 동안의 시골 생활에서 찾아낸 삶과 마음,essay,Y,변종모 저,얼론북,365,13500,2022-12-07,2018-10-04,http://image.yes24.com/goods/115399801/L,0,책 설명
115381086,치유의 베이킹 나를 돌보는 비건·글루텐프리 베이킹,essay,Y,정민 저,띠움,365,15670,2022-12-07,2018-10-05,http://image.yes24.com/goods/115381086/L,0,책 설명
115380820,너와 나의 야자 시간 그 오랜 밤의 이야기,essay,Y,김달님조우리전성배최지혜서윤후장한라장도수황혜지 저/임나운 그림,책폴,365,11700,2022-12-07,2018-10-06,http://image.yes24.com/goods/115380820/L,0,책 설명
109589340,이웃집 식물상담소 식물들이 당신에게 건네는 말과 위로,essay,Y,신혜우 저,브라이트,365,15300,2022-12-07,2018-10-07,http://image.yes24.com/goods/109589340/L,0,책 설명
89521865,나는 옐로에 화이트에 약간 블루 차별과 다양성 사이의 아이들,essay,Y,브래디 미카코 저/김영현 역,다다서재,365,12600,2022-12-07,2018-10-08,http://image.yes24.com/goods/89521865/L,0,책 설명
115398104,인생 커트라인은 60점이면 충분하다,essay,Y,김태민 저,멜라이트,365,12600,2022-12-07,2018-10-09,http://image.yes24.com/goods/115398104/L,0,책 설명
115322953,윤직원의 존버일력 의지는 줄곧 미약했으며 기력은 주로 없습니다 [ 스프링북 ],essay,Y,윤직원 저,수오서재,365,18900,2022-12-07,2018-10-10,http://image.yes24.com/goods/115322953/L,0,책 설명
115168065,신부 생활 마조리노 신부의 수도원 일기,essay,Y,안성철 저,시공사,365,14400,2022-12-07,2018-10-11,http://image.yes24.com/goods/115168065/L,0,책 설명
112344439,퇴근길의 마음,essay,Y,이다혜 저,빅피시,365,14850,2022-12-07,2018-10-12,http://image.yes24.com/goods/112344439/L,0,책 설명
111141462,수없이 많은 바닥을 닦으며 어느 여성 청소노동자의 일기,essay,Y,마이아 에켈뢰브 저/이유진 역,교유서가,365,15120,2022-12-07,2018-10-13,http://image.yes24.com/goods/111141462/L,0,책 설명
110838178,때로는 행복 대신 불행을 택하기도 한다 [ 양장 ],essay,Y,김진명 저,이타북스,365,14400,2022-12-07,2018-10-14,http://image.yes24.com/goods/110838178/L,0,책 설명
110545304,작고 기특한 불행 카피라이터 오지윤 산문집,essay,Y,오지윤 저,알에이치코리아(RHK),365,13050,2022-12-07,2018-10-15,http://image.yes24.com/goods/110545304/L,0,책 설명
109384520,딸하고 밀당 중입니다 사춘기 딸과 함께한 날들의 기록 [ 컬러 ],essay,Y,지모 저,샘터,365,14400,2022-12-07,2018-10-16,http://image.yes24.com/goods/109384520/L,0,책 설명
108238880,카사노바 호텔 [ 양장 ],essay,Y,아니 에르노 저/정혜용 역,문학동네,365,12150,2022-12-07,2018-10-17,http://image.yes24.com/goods/108238880/L,0,책 설명
107975508,시맨틱 에러 포토에세이 [ 한정 부록 : 포토카드 5종 + 엽서 2종 ],essay,Y,왓챠래몽래인 공저,blackD(블랙디),365,19800,2022-12-07,2018-10-18,http://image.yes24.com/goods/107975508/L,0,책 설명
106043842,작은 것들을 위한 시 (리커버판) BTS 노래산문,essay,Y,나태주 저,열림원,365,15300,2022-12-07,2018-10-19,http://image.yes24.com/goods/106043842/L,0,책 설명
105850182,햇빛은 찬란하고 인생은 귀하니까요 밀라논나 이야기 [ 10만부 기념 리커버 에디션  양장 ],essay,Y,장명숙 저,김영사,365,14220,2022-12-07,2018-10-20,http://image.yes24.com/goods/105850182/L,0,책 설명
105791450,금주 다이어리 어느 애주가의 맨정신 체험기,essay,Y,클레어 풀리 저/허진 역,복복서가,365,14850,2022-12-07,2018-10-21,http://image.yes24.com/goods/105791450/L,0,책 설명
105407179,그래서 작사가 되려면 책으로 듣는 K-POP 작사 수업,essay,Y,안영주 저,더디퍼런스,365,14400,2022-12-07,2018-10-22,http://image.yes24.com/goods/105407179/L,0,책 설명
104988871,새 마음으로 이슬아의 이웃 어른 인터뷰,essay,Y,이슬아 저,헤엄,365,13500,2022-12-07,2018-10-23,http://image.yes24.com/goods/104988871/L,0,책 설명
102792626,아기 판다 푸바오 장난꾸러기 푸바오의 성장 포토 에세이 [ 양장 ],essay,Y,에버랜드 동물원 글그림/강철원 글/류정훈 사진,시공주니어,365,16200,2022-12-07,2018-10-24,http://image.yes24.com/goods/102792626/L,0,책 설명
102419027,어디서 무엇이 되어 다시 만나랴,essay,Y,김환기 저,환기미술관,365,18000,2022-12-07,2018-10-25,http://image.yes24.com/goods/102419027/L,0,책 설명
102397090,언제 들어도 좋은 말 이석원 이야기 산문집 [ 개정판 ],essay,Y,이석원 저,을유문화사,365,12600,2022-12-07,2018-10-26,http://image.yes24.com/goods/102397090/L,0,책 설명
99396245,그게 너였으면 좋겠다,essay,Y,일홍 글그림,피카(FIKA),365,13950,2022-12-07,2018-10-27,http://image.yes24.com/goods/99396245/L,0,책 설명
95746290,빨강 머리 앤의 말  캘리그라피로 쓰다 [ 양장 ],essay,Y,방은조박민욱조은김선숙 저,더모던,365,13320,2022-12-07,2018-10-28,http://image.yes24.com/goods/95746290/L,0,책 설명
95562156,사랑은 하지 않고 있습니다 [ 개정판 ],essay,Y,신하영 저,딥앤와이드,365,13500,2022-12-07,2018-10-29,http://image.yes24.com/goods/95562156/L,0,책 설명
